fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,color,index,taste
8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,0,2009,0
7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,1,316,1
8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,0,5800,1
6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,0,3272,0
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,0,2410,0
6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,0,4895,0
13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,1,295,1
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,1,1174,1
9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,1,350,1
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,0,5484,1
6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,0,5774,1
9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,1,1008,1
8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,0,3577,1
7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,0,2114,1
7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,1,353,0
7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,0,2431,0
6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,0,6068,1
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,1,1551,0
7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,0,1838,1
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,0,5999,0
11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,1,1455,1
6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,1,185,1
6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,0,5393,1
6.2,0.35,0.03,1.2,0.064,29,120,0.9934,3.22,0.54,9.1,0,1665,0
7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6,0,6351,1
7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,1,247,0
7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,0,2881,1
6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,0,6196,1
8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,1,741,1
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,0,5450,1
7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,0,2211,1
6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,0,4222,1
8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,1,337,1
6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,0,3954,1
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,1,851,0
7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,0,2835,0
7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,0,3253,1
8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2,0,3609,1
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,0,2820,1
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,1,1285,0
6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,0,1710,1
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,1,119,1
7.9,0.64,0.46,10.6,0.244,33,227,0.9983,2.87,0.74,9.1,0,2634,0
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,1,1416,0
7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,0,2920,1
9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,0,2949,0
6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,0,6192,1
5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,0,6210,1
8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,0,3174,0
7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,0,2185,1
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,0,1887,1
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,0,6288,1
8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,0,2505,0
5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,0,6438,1
6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,0,2160,1
8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,0,4096,0
7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,1,895,1
8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,1,361,0
7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,0,3732,1
7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,0,4815,1
6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,0,4021,0
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,0,6479,1
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,0,5242,1
8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,0,3144,0
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,1,122,1
7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,1,811,0
6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3,0,6337,1
9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,1,472,1
10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,0,2972,1
6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,0,4419,1
7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,0,3069,0
6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,0,2605,1
7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,0,2677,0
6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,0,2144,1
7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,0,2841,1
7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,0,3177,0
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,1,949,1
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,0,5600,1
7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,0,5901,0
7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,0,2480,1
5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,1,391,1
7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,0,4367,1
5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,0,4536,0
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,0,4533,1
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,1,1325,1
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,1,1489,0
6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,0,4785,1
6.2,0.28,0.57,1,0.043,50,92,0.99004,3.17,0.36,11.5,0,6442,1
6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12,0,6175,1
6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,0,6297,1
7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,0,4198,0
7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8,0,3977,1
7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,1,138,0
6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,0,6002,1
6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,1,743,0
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,0,6013,1
7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,0,6039,0
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,1,1181,1
7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,0,3346,0
8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,0,3469,1
5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,0,2301,1
7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,0,1820,0
6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,1,144,0
7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,0,3245,1
7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,0,3798,0
7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,0,3538,0
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,0,5481,1
11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,1,404,1
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,0,1939,1
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,0,5028,1
6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,1,167,0
6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,0,6394,0
7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,0,4252,1
7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,0,3573,0
6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4,0,2752,0
8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,0,3165,1
6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,0,5889,1
6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,0,3444,1
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,0,3497,1
5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,0,5457,1
5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,0,4353,1
6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,0,2352,1
7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,0,5534,1
6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4,0,6393,1
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,1,1182,0
8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,0,2456,0
6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,0,4110,1
6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,0,6322,1
8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2,0,3948,1
5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,0,6352,1
7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,0,3860,0
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,0,5488,1
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,1,180,0
7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,0,4513,0
6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,0,3788,1
8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,0,3135,1
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,0,2057,0
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,1,1338,0
7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4,0,2661,0
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,1,1377,0
8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,0,5553,1
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,0,4188,1
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,0,5446,1
6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,1,1350,0
6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,0,4305,1
6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,0,4248,1
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,1,570,1
6.5,0.22,0.29,7.4,0.028,16,87,0.99311,3.15,0.56,10.9,0,4445,1
6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,0,6280,0
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,1,919,1
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,0,1846,1
8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,0,2284,0
7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,0,5963,0
6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,0,4760,1
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,1,311,1
9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,0,4140,0
8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,0,3744,1
7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,1,310,1
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,1,1200,1
5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,0,5324,1
6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2,0,6388,0
6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,0,6146,1
7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,0,3223,1
5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,0,4409,1
7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3,0,4872,1
9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,0,4001,0
7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,0,3602,1
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,0,2382,1
5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,0,6158,1
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,0,2203,0
7.7,0.18,0.35,5.8,0.055,25,144,0.99576,3.24,0.54,10.2,0,4359,1
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,1,1570,1
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,0,5264,1
7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,0,3079,1
6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,0,5013,1
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,0,6240,1
6.3,0.17,0.42,2.8,0.028,45,107,0.9908,3.27,0.43,11.8,0,2701,1
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,0,3355,1
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,1,398,1
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,0,1932,1
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,0,5658,1
6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4,0,4668,1
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,1,344,1
9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,0,2900,1
7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9,0,4033,1
6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,0,1910,1
8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,1,712,0
7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,0,3840,0
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,0,5634,0
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,0,2824,1
6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,0,5900,0
7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,0,4165,0
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,1,1565,0
6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,0,5036,1
6.2,0.2,0.26,1.7,0.093,40,161,0.9924,3.44,0.66,11,0,2923,0
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,0,1980,1
6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,0,6182,1
6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.13333333,0,6263,1
8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,0,3409,1
7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,1,1001,1
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,0,2856,1
6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,0,3787,0
6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,0,2458,1
6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,0,5629,1
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,0,6053,1
8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,0,5141,1
7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5,0,3682,1
7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,0,4105,1
5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,0,4464,1
6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,1,258,0
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,0,5483,1
5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,0,5058,1
6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,0,3351,1
6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,0,2331,1
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,1,1230,0
6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,0,6141,1
5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,0,6461,1
7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,1,753,0
7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,0,4261,1
6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2,0,2557,1
5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,0,6245,1
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,0,4215,1
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,1,318,1
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,0,3517,1
8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,1,1065,1
6.2,0.36,0.32,4,0.036,44,92,0.98936,3.2,0.5,13.3,0,6463,1
8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,1,760,0
5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,0,5454,1
6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,0,5410,0
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,0,2104,1
7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,0,1781,0
9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,1,881,0
7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,0,3428,1
6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,0,1845,1
6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,0,1666,1
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,0,4963,1
10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,1,478,1
8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,0,1611,0
5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,0,1869,1
7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,0,5362,0
6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,0,1653,1
7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,0,4791,1
6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,0,3499,1
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,0,2682,1
6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,0,4202,1
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,0,5584,1
6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,0,5939,1
6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,0,4069,0
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,0,5123,0
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,0,6117,1
7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10,0,3816,0
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,1,1598,0
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,1,584,1
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,0,3483,0
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,0,2267,1
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,1,1252,0
9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,1,428,1
6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,0,5669,1
7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,0,1708,1
10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,1,273,0
7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,0,4407,0
7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,0,1625,1
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,0,2405,1
6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,0,4136,1
6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,0,4106,1
8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,0,3060,1
6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,0,3943,0
5.7,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,0,6153,1
6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,0,4885,1
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,1,1156,0
8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,0,3455,1
6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6,0,4650,0
6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,0,4807,1
5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,0,2062,0
8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,0,3763,1
6.6,0.32,0.36,8,0.047,57,168,0.9949,3.15,0.46,9.6,0,6494,0
7.5,0.29,0.26,14.95,0.067,47,178,0.99838,3.04,0.49,9.2,0,3875,0
8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,1,400,0
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,1,1180,1
8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,0,2671,0
8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,0,3909,1
6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,0,3475,0
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,1,1277,0
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,0,3114,1
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,0,4527,1
6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,0,2991,1
9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,1,688,0
5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8,0,4802,1
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,1,1522,0
7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,0,4306,1
7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,0,3611,0
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,1,1089,1
7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9,0,3827,0
6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,0,4221,0
6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,0,2886,1
